"ReportId","CommitteeContactId","FirstName","MiddleName","LastOrCompanyName","Prefix","Suffix","AddressLine1","AddressLine2","City","StateCode","ZipCode","IsIndividual","TransactionDate","Amount","ScheduleCId","ReceiptType","ScheduleId","ReportUID"
"392426","","","","30 Franklin Event and Conference Center","","","30 Franklin St","","Petersburg","VA","23803-4504","False","12/17/2023","200.00","77570","Security Deposit Refund","","{6DA3BC69-10CB-8FDD-1D3F-1E4F87C31864}"
"392444","","","","AIR PARTNER LLC","","","1100 Lee Wagener Blvd Ste 328","","Ft Lauderdale","FL","33315","False","12/04/2023","10607.95","77571","REFUND, AIRFARE","","{85F8CA78-B547-B9E6-1F7A-B48A4BB1F5F5}"
"392444","","","","STEINZZARI LLC","","","64 Battery Ridge Dr.","","FREDERICKSBURG","VA","22405","False","10/30/2023","954.00","77572","REFUND, EVENT EXPENSE","","{85F8CA78-B547-B9E6-1F7A-B48A4BB1F5F5}"
"392444","","","","THE KOREA TIMES, DC","","","7601 LITTLE RIVER TURNPIKE #3F","","ANNANDALE","VA","22003","False","10/27/2023","1200.00","77573","REFUND, MEDIA PLACEMENT","","{85F8CA78-B547-B9E6-1F7A-B48A4BB1F5F5}"
"392444","","","","COUNTY OF STAFFORD","","","PO BOX 339","","STAFFORD","VA","22554","False","10/20/2023","187.50","77574","REFUND, FACILITY FEE","","{85F8CA78-B547-B9E6-1F7A-B48A4BB1F5F5}"
"392572","986219","","","Chain Bridge Bank, NA","","","1445A Laughlin Ave","","McLean","VA","22101","False","12/31/2023","10.55","77593","Bank Fee Refund","","{91161C60-8002-45AA-5506-DA6D85963F35}"
"392609","","","","Meld One LC","","","110 Maycox Ave","Ste 11","Norfolk","VA","23505-3433","False","12/11/2023","1300.00","77595","Refund - Security Deposit","","{E24D9767-FF05-87A9-7B5E-0182E222195B}"
"392640","1004996","","","Resolve Campaigns LLC","","","PO Box 90983","","Austin","TX","78749","False","11/09/2023","744.66","77600","Vendor Refund","","{2ABCE5C4-A26A-6339-0F28-97956A4F8229}"
"392640","1004996","","","Resolve Campaigns LLC","","","PO Box 90983","","Austin","TX","78749","False","11/09/2023","1535.20","77601","Vendor Refund","","{2ABCE5C4-A26A-6339-0F28-97956A4F8229}"
"392640","1026854","","","Creative Direct","","","PO Box 6654","","Richmond","VA","23230","False","10/27/2023","10000.00","77602","Vendor Refund","","{2ABCE5C4-A26A-6339-0F28-97956A4F8229}"
"392640","1026854","","","Creative Direct","","","PO Box 6654","","Richmond","VA","23230","False","10/27/2023","10000.00","77603","Vendor Refund","","{2ABCE5C4-A26A-6339-0F28-97956A4F8229}"
"392644","954004","","","James City County Treasurer","","","101-B Mounts Bay Road","","Williamsburg","VA","23187","False","12/14/2023","352.80","77604","Refund/Check","","{11E17FBF-FD83-BECA-FCD8-FB1BE8411403}"
